	BACE1	UBQLN1	MS4A6A	ABI3	ZCWPW1	MS4A4A	FRMD4A	IGF1R	MAPT	TP53INP1	SLC30A6	GSK3B	INSR	APH1B	MAN2A1	PSEN1	MTHFR	SLC30A4	ACE	TFCP2	SORCS1	ALPK2	SOAT1	NOS3	PPP1R37	GLIS3	SRRM4	CST3	SORL1	APOC2	SCIMP	ENTPD7	CELF1	ARID5B	PGBD1	HFE	CD2AP	CTNNA3	TFAM	BDNF	CYP19A1	PM20D1	IGF1	CHRNB2	EIF2AK3	EPHA1	CLNK	NEDD9	SLC24A4	CR1	GAPDH
HSP90AB1	0.275	0.5648	-0.1778	-0.1805	-0.0919	-0.2713	0.4129	0.044	0.6215	-0.3722	-0.1904	0.6262	0.0032	-0.0582	-0.007	-0.0183	0.1785	0.0742	-0.1558	0.0033	0.2586	-0.0653	-0.2558	-0.0293	0.3637	-0.1586	0.5038	-0.1432	0.2407	-0.2475	-0.1869	-0.1234	-0.1343	-0.1285	0.2162	-0.1093	-0.0859	-0.2129	0.0739	0.0536	-0.2173	-0.3138	-0.2472	0.2524	-0.0927	-0.1845	-0.1886	-0.0879	-0.018	-0.272	0.6108
IK	0.1719	0.2993	0.1889	-0.0243	0.2066	0.1242	0.1097	-0.021	0.2043	0.257	0.154	0.1979	0.1119	0.4101	0.3024	0.3859	0.1292	0.2877	0.1532	0.2342	0.049	0.1899	0.1537	0.1464	0.095	0.1863	-0.1359	-0.0085	0.0326	0.1055	0.1196	0.0777	0.0673	0.0824	0.2206	0.0993	0.1291	0.0952	0.0263	0.1216	0.1078	0.079	0.0929	0.1821	0.1534	0.0546	-0.0091	0.1566	0.1379	0.0302	0.1243
SNX3	-0.0421	0.3295	-0.1433	-0.0823	0.1136	-0.2006	0.4882	0.0563	0.2499	-0.1244	-0.0336	0.4022	-0.0128	0.053	-0.0547	-0.1105	-0.0359	0.1065	-0.2017	0.1325	0.2529	-0.054	-0.0265	-0.0645	0.161	-0.1545	0.1222	-0.0079	-0.1349	-0.1009	-0.1566	0.028	-0.1481	-0.0934	0.2475	-0.2434	-0.0817	-0.149	-0.0466	0.0042	-0.1785	-0.2191	-0.2152	0.1504	-0.0089	-0.1623	-0.1585	-0.1551	0.0423	-0.1765	-0.0146
CANX	0.2599	0.4894	0.315	-0.0053	0.2303	0.1438	0.2471	0.2545	0.3612	0.3138	0.2723	0.3979	0.2416	0.5488	0.3791	0.4513	0.3631	0.5562	0.2771	0.4852	0.3877	0.1263	0.3823	0.1028	0.1051	0.4008	-0.0063	0.0282	0.1895	0.1095	0.0904	0.2281	0.1147	0.1341	0.2244	0.1213	-0.0091	0.2177	0.0979	0.2395	0.0563	0.0902	0.0243	0.166	0.0712	0.0395	-0.0891	0.102	0.3399	0.0631	0.2105
SART3	0.0826	0.3124	0.0375	-0.0641	0.2334	-0.1236	0.303	0.2021	0.1518	0.1866	0.216	0.1821	0.2292	0.3316	0.2822	0.1813	0.1363	0.3432	-0.0263	0.3172	0.2284	0.0074	0.2675	-0.0721	-0.004	0.1244	-0.0073	-0.0836	0.0596	-0.0559	-0.0153	0.1215	-0.0691	-0.0376	0.2386	-0.0408	-0.0823	0.1711	-0.0851	0.2154	-0.1116	-0.003	-0.0254	-0.0326	-0.096	-0.0708	-0.1312	-0.0743	0.1772	0.0704	-0.2086
CNPPD1	-0.0387	-0.0772	-0.0195	0.05	0.2638	-0.0094	0.0443	-0.0619	-0.1302	0.2616	0.1178	-0.1565	0.0281	0.2724	0.1613	0.1591	-0.0993	0.1175	0.0275	0.1804	-0.0319	0.0522	0.1677	0.0405	-0.0769	0.0333	-0.3349	-0.0522	-0.2439	0.0931	0.0714	0.1089	-0.0539	0.0402	0.1224	-0.054	0.088	0.1503	-0.1845	0.0749	0.0065	0.0476	0.0537	-0.0296	-0.0078	-0.0127	-0.0023	-0.011	0.0471	0.0899	-0.4269
SMNDC1	0.064	0.3681	0.1015	-0.0636	0.2243	-0.0214	0.2405	0.3237	0.1139	0.1843	0.2635	0.2138	0.3432	0.293	0.2926	0.1707	0.1154	0.3769	-0.0127	0.3659	0.21	-0.0186	0.3934	-0.0037	-0.0546	0.1967	-0.1222	-0.0078	0.0352	0.0399	0.0321	0.1997	0.0031	0.0167	0.214	0.0762	-0.0946	0.1898	0.0854	0.1932	-0.0546	0.0958	-0.0404	0.0483	0.0179	-0.0604	-0.1124	-0.0594	0.2047	0.1213	-0.0861
HNRNPM	0.1697	0.1165	0.0466	0.0682	0.1434	-0.158	0.227	0.0695	0.1923	0.1289	-0.0409	0.0909	0.1627	0.3284	0.2733	0.2724	0.0439	0.2101	0.0678	0.1493	-0.0021	0.1049	0.0767	0.0206	0.1541	-0.0139	-0.2054	-0.0091	-0.0063	-0.0566	-0.011	-0.0408	-0.0613	0.0314	0.1735	-0.0344	0.2455	0.1106	0.013	-0.0204	-0.0225	-0.0526	-0.0008	0.0018	0.0263	-0.1068	0.047	0.1009	0.0479	0.0261	0.0988
HNRNPD	0.049	0.3234	-0.0903	-0.0623	0.1976	0.0346	0.3843	0.095	0.1566	0.1162	0.2677	0.3764	0.0033	0.1674	0.026	0.0665	0.0898	0.2478	0.0296	0.3279	0.3426	0.1491	0.0904	0.058	0.2047	0.082	0.2367	0.0582	0.0931	0.096	0.1599	0.2555	0.1637	0.0367	0.2885	0.0772	-0.036	-0.0117	0.1219	0.2415	0.0758	0.0604	0.0668	0.2657	0.0323	0.0424	-0.0823	0.0396	0.1101	0.0556	0.071
RPL14	-0.0127	0.2508	0.2441	0.0625	0.0332	0.0186	0.2304	0.1114	0.2265	0.0682	0.0867	0.2692	0.1234	0.199	0.0826	0.1422	0.1744	0.2169	0.0769	0.1111	0.2095	0.0935	0.0531	0.0621	0.1906	0.1484	0.0461	0.0224	0.0455	0.0164	-0.0272	0.0542	-0.0077	0.0673	0.1231	-0.0202	0.1062	-0.0735	0.0189	0.1297	0.0299	0.0394	0.0168	0.1355	0.113	-0.0138	-0.0987	0.0927	0.1066	-0.0405	0.3429
GUK1	0.3357	0.3609	-0.0103	-0.0394	0.1142	-0.1353	0.2907	0.0835	0.5123	-0.1028	-0.1101	0.4213	0.1336	0.2814	0.2095	0.2601	0.2295	0.2316	0.1217	0.1135	0.2101	0.0639	0.0087	0.0854	0.3568	-0.0893	0.1641	-0.021	0.135	-0.0689	-0.1311	-0.0551	-0.1014	-0.0719	0.2086	-0.0219	0.0507	-0.0312	0.0667	-0.0062	-0.121	-0.1324	-0.1547	0.2417	-0.0699	-0.2052	-0.0715	0.0121	-0.0746	-0.1157	0.6132
KXD1	0.2026	0.0389	0.1745	0.2368	0.1649	0.0763	0.0786	0.0018	0.2344	0.2353	0.051	-0.0163	0.1288	0.3062	0.1826	0.3252	0.0832	0.1274	0.2192	0.1249	0.0041	0.1915	0.0897	0.1509	0.1727	0.1074	-0.1667	0.042	-0.0703	0.1636	0.0752	0.0488	0.0491	0.1506	0.1322	-0.0111	0.2367	0.0762	0.0009	0.0952	0.0691	0.0554	0.1096	0.1155	-0.0032	0.0008	0.1617	0.1908	0.0667	0.0808	0.0387
OAZ1	0.1745	0.572	-0.0553	-0.1225	0.0359	-0.2009	0.3935	0.0772	0.5192	-0.2757	-0.0978	0.6576	-0.0457	0.0669	-0.0079	0.0495	0.1287	0.1867	-0.0523	0.0506	0.3504	-0.0057	-0.0978	-0.002	0.4179	-0.1171	0.4282	-0.1396	0.1135	-0.1228	-0.0548	-0.0824	-0.0822	-0.0565	0.2329	-0.0874	-0.0843	-0.2782	0.064	0.1537	-0.1436	-0.235	-0.2016	0.3106	-0.0648	-0.1582	-0.1796	-0.0753	0.0064	-0.2377	0.551
ATP6V0B	0.3393	0.6319	-0.1322	-0.1855	0.0787	-0.2072	0.4262	0.0674	0.5579	-0.132	-0.0381	0.615	0.113	0.2346	0.1669	0.1555	0.1761	0.2974	-0.0367	0.2109	0.3364	-0.0276	0.0523	-0.0435	0.336	-0.1273	0.3004	-0.1846	0.2198	-0.1768	-0.1447	0.0309	-0.0947	-0.0855	0.3186	-0.1145	-0.023	-0.0569	0.0191	0.0979	-0.186	-0.2681	-0.2152	0.2213	-0.0881	-0.1556	-0.2129	-0.082	0.1421	-0.1901	0.3086
KARS	0.3159	0.6134	0.2174	-0.1397	0.11	0.0604	0.234	0.1611	0.4628	0.0742	0.1148	0.4906	0.2408	0.4007	0.3426	0.366	0.273	0.415	0.1486	0.3079	0.2781	0.0545	0.2273	0.0881	0.1192	0.173	0.0976	-0.0739	0.2008	-0.0205	-0.0397	0.0583	-0.0278	-0.0084	0.262	0.0337	-0.0923	0.063	0.0707	0.1173	-0.06	-0.0718	-0.1315	0.241	0.0674	-0.0964	-0.1994	-0.0039	0.1811	-0.1048	0.4315
RPS6	0.3905	0.2252	0.4023	0.1135	0.0572	0.1367	-0.1049	0.2198	0.2794	0.2845	0.1892	0.0457	0.3829	0.3921	0.5381	0.5452	0.306	0.3221	0.2809	0.1846	-0.0908	0.2504	0.198	0.1818	0.0806	0.3519	-0.1678	0.133	0.2916	0.1083	0.1249	0.0303	0.1273	0.2141	0.0344	0.3087	0.1842	0.3515	0.1986	0.0646	0.1953	0.2496	0.1723	0.0516	0.1318	0.1094	0.0721	0.2344	0.1332	0.1885	0.5658
RPS7	0.1882	0.2329	0.1535	0.0877	0.0496	-0.0364	0.1386	0.0967	0.2776	0.0499	0.0312	0.2057	0.1931	0.2527	0.2173	0.2601	0.1087	0.1846	0.0829	0.1088	0.0081	0.1512	0.0578	0.1245	0.1837	0.0675	-0.0881	-0.0198	0.0175	0.0229	-0.0067	-0.0164	-0.0219	0.0833	0.1355	0.0458	0.1884	0.0013	0.1023	0.0383	0.0125	0.0524	0.0352	0.1431	0.083	-0.0304	0.054	0.1321	0.0281	-0.0099	0.4051
USP22	0.1339	0.4692	-0.2257	-0.1699	0.0275	-0.2582	0.4787	0.0122	0.579	-0.2626	-0.1728	0.6036	-0.1273	0.0591	-0.0601	-0.0377	0.1139	0.1481	-0.1189	0.108	0.3909	0.0065	-0.1478	-0.0362	0.465	-0.1697	0.469	-0.1776	0.1456	-0.2048	-0.1095	-0.04	-0.101	-0.0824	0.304	-0.1511	-0.0082	-0.2448	-0.0667	0.1023	-0.1759	-0.273	-0.1958	0.2412	-0.1265	-0.1513	-0.1712	-0.0775	-0.0089	-0.2354	0.3009
C11ORF58	0.2463	0.6015	-0.1833	-0.2846	0.1841	-0.2687	0.6203	0.1496	0.4369	-0.0593	0.0454	0.6978	0.0948	0.4112	0.1481	0.172	0.1544	0.4221	-0.0512	0.4358	0.5958	-0.1448	0.0989	-0.1176	0.1652	-0.0474	0.233	-0.2329	-0.0283	-0.1663	-0.2158	0.0689	-0.2661	-0.1886	0.4048	-0.2628	-0.1517	-0.0292	-0.0989	0.0927	-0.3319	-0.2482	-0.3345	0.1505	-0.1638	-0.2936	-0.3211	-0.1652	0.1414	-0.1871	0.1362
TCEB2	0.0191	0.2014	-0.0724	-0.0385	0.2394	-0.1725	0.2534	-0.079	0.1249	0.026	-0.0496	0.2234	-0.0131	0.3457	0.0862	0.1214	-0.0486	0.2653	-0.0044	0.1899	0.1812	0.0038	0.168	0.0422	0.046	-0.0937	-0.22	-0.2015	-0.3063	0.0097	-0.0383	0.0791	-0.1645	-0.0292	0.2252	-0.1236	0.0562	-0.0897	-0.1487	0.1075	-0.1238	-0.0544	-0.1148	0.1304	-0.0172	-0.14	-0.0414	-0.0846	0.0393	-0.0398	-0.1574
COX4I1	0.0868	0.3333	-0.0454	0.0479	0.3691	0.0502	0.2894	0.0903	0.3031	0.0837	-0.0203	0.393	0.086	0.3291	0.0353	0.1649	0.1138	0.3951	0.196	0.294	0.3223	0.2209	0.2826	0.2945	0.2862	-0.0926	-0.0525	-0.0022	0.0001	0.1771	0.1482	0.148	0.1271	0.1921	0.3613	0.0517	0.1794	-0.0396	0.0526	0.095	0.1691	0.017	-0.0128	0.3239	0.1637	0.0471	0.0853	0.045	0.0746	-0.0571	0.0361
TMED2	0.2128	0.5319	-0.0172	-0.1571	0.1926	-0.1606	0.3967	0.1032	0.2888	0.0688	0.1064	0.4513	0.1094	0.3586	0.2574	0.1801	0.1492	0.3483	-0.0846	0.3424	0.2852	0.0038	0.1634	-0.0705	0.1535	0.0225	0.0758	-0.1418	0.1076	-0.1477	-0.1001	0.0931	-0.0785	-0.0601	0.3285	-0.0961	-0.045	0.0772	-0.0766	0.1299	-0.1442	-0.1394	-0.1862	0.095	-0.0033	-0.1197	-0.28	-0.0705	0.17	-0.1152	0.1114
FNTA	0.2457	-0.0928	0.2912	0.2689	0.2469	0.2454	-0.1645	0.1556	-0.0566	0.4755	0.2231	-0.3293	0.3881	0.352	0.5022	0.4091	0.1263	0.2771	0.1991	0.2716	-0.2383	0.2469	0.3776	0.2052	-0.1222	0.2646	-0.4679	0.2188	0.1377	0.2553	0.2747	0.1638	0.2621	0.2753	-0.002	0.3038	0.2562	0.5463	0.0592	0.0528	0.2966	0.3586	0.3092	-0.0694	0.189	0.2229	0.2153	0.2067	0.1564	0.3562	-0.2298
RPS25	-0.033	0.0123	0.2704	0.1619	0.179	0.1566	0.0017	0.1174	-0.0841	0.2723	0.1578	-0.0823	0.173	0.2985	0.2323	0.2322	0.0516	0.2239	0.1524	0.2186	-0.026	0.1751	0.2773	0.1888	-0.0215	0.1543	-0.3435	0.1413	-0.0701	0.1817	0.1147	0.1374	0.1069	0.1896	0.1493	0.1167	0.1591	0.1699	0.0487	0.0321	0.2052	0.2343	0.0903	0.0256	0.1958	0.0841	0.0463	0.0893	0.0586	0.1437	-0.0227
RPL37	0.0036	-0.0929	0.2996	0.205	0.1856	0.1215	-0.0781	0.1024	-0.1666	0.3163	0.149	-0.2217	0.2099	0.371	0.3006	0.2656	0.1133	0.3104	0.1732	0.2314	-0.0727	0.2151	0.3713	0.1554	-0.1124	0.1883	-0.4948	0.0856	-0.0485	0.2002	0.1974	0.1161	0.1188	0.2172	0.0347	0.185	0.2196	0.3541	-0.0394	0.0975	0.2013	0.3207	0.2078	-0.106	0.1751	0.167	0.1385	0.1693	0.0811	0.2547	-0.2043
HINT1	0.1406	0.591	-0.1868	-0.227	0.1289	-0.2182	0.4491	-0.0457	0.4284	-0.1599	-0.0276	0.6625	-0.0794	0.2153	0.0129	0.0609	-0.0231	0.268	-0.1077	0.1767	0.3813	-0.0413	-0.0158	-0.0244	0.2659	-0.2159	0.2484	-0.2117	-0.0885	-0.0961	-0.1116	0.0459	-0.1433	-0.1148	0.342	-0.1515	-0.0883	-0.2187	-0.0209	0.143	-0.2087	-0.2664	-0.2394	0.3064	-0.0794	-0.1785	-0.2145	-0.1796	0.0623	-0.1948	0.1709
EEF2	0.2284	0.2771	-0.0901	-0.0343	0.0539	-0.1846	0.3257	0.1527	0.4018	-0.1867	-0.1667	0.3363	0.0846	0.1006	0.0322	0.0621	0.1986	0.1599	0.0158	0.0333	0.2658	0.0304	-0.0591	0.0446	0.3505	-0.0865	0.266	-0.0097	0.1906	-0.0812	-0.0697	-0.0495	-0.0589	-0.0245	0.152	-0.1027	0.0401	-0.0189	0.074	-0.0695	-0.0756	-0.1205	-0.1656	0.1806	-0.0785	-0.1428	-0.054	0.0344	-0.0442	-0.1482	0.4148
RPS10	-0.1174	-0.1479	0.1838	0.24	0.1839	0.0222	0.0132	0.0073	-0.1355	0.2224	0.0115	-0.2162	0.0653	0.3014	0.1021	0.1309	0.0323	0.1904	0.1005	0.1536	-0.0299	0.1668	0.2779	0.1446	-0.0404	0.1297	-0.4576	0.0339	-0.1824	0.1587	0.1501	0.1119	0.0606	0.1911	0.0379	0.0318	0.2829	0.1691	-0.1304	0.1025	0.1276	0.207	0.1834	-0.0511	0.1295	0.117	0.1471	0.1112	0.0817	0.1362	-0.3923
ATP6V0E1	0.2004	0.1643	0.6102	0.1959	0.203	0.3841	-0.1965	0.3225	0.0621	0.5949	0.3988	-0.174	0.4571	0.5103	0.5912	0.5848	0.279	0.3868	0.3368	0.2779	-0.1529	0.2684	0.4454	0.1676	-0.0988	0.5654	-0.38	0.2599	0.1877	0.2629	0.2453	0.1929	0.2383	0.2626	-0.0357	0.3316	0.1239	0.3863	0.1553	0.1378	0.271	0.3802	0.294	-0.023	0.1984	0.2055	0.078	0.2502	0.3485	0.3001	0.1944
HNRNPK	0.3428	0.5172	-0.1106	-0.2063	-0.0207	-0.2013	0.4	0.099	0.4184	-0.0545	0.1123	0.5933	0.0666	0.2042	0.1848	0.1727	0.1348	0.201	-0.1297	0.2666	0.3299	-0.0536	-0.0838	-0.1163	0.1569	-0.0188	0.4098	-0.0927	0.256	-0.1682	-0.1031	0.0186	-0.0722	-0.146	0.2553	-0.0001	-0.1341	0.0148	0.0677	0.1407	-0.203	-0.1586	-0.2184	0.1569	-0.1494	-0.1493	-0.3123	-0.0725	0.1407	-0.0624	0.4508
ANAPC5	0.6049	0.4069	-0.0138	-0.1443	0.2583	-0.0584	0.1881	0.3931	0.3584	0.2447	0.2287	0.2178	0.4298	0.5025	0.6633	0.5212	0.453	0.5079	0.1509	0.4516	0.2004	0.1101	0.2548	-0.0198	0.0731	0.2116	0.0437	0.0262	0.4362	-0.0353	0.0235	0.0493	-0.0081	-0.0138	0.1182	0.1468	-0.0523	0.6234	0.1323	0.0612	-0.0722	0.0818	0.0112	-0.0177	-0.0852	-0.0475	-0.1374	0.0987	0.1687	0.1452	0.2262
SEC61A1	0.4331	0.3461	0.4396	0.1081	0.0214	0.2862	-0.0805	0.3105	0.35	0.2351	0.21	0.2101	0.2669	0.2267	0.3426	0.4668	0.3565	0.2598	0.3082	0.1228	0.0293	0.2518	0.137	0.2204	0.2456	0.3932	0.1194	0.1879	0.4083	0.1828	0.2593	0.0548	0.3129	0.236	0.0216	0.2904	0.1081	0.1645	0.373	0.1843	0.2634	0.1511	0.1928	0.1951	0.085	0.1869	0.0552	0.2805	0.1703	0.0772	0.5992
COPZ1	0.533	0.6238	0.3185	-0.0246	0.2515	0.1504	0.2514	0.4479	0.5377	0.2901	0.2773	0.487	0.3976	0.602	0.5466	0.6183	0.4474	0.6044	0.3765	0.4508	0.3197	0.1749	0.3631	0.1342	0.229	0.3534	0.057	0.1223	0.3175	0.1256	0.105	0.0845	0.096	0.0872	0.2033	0.1842	-0.0392	0.2647	0.2898	0.1871	0.058	0.0868	0.0379	0.2285	0.0569	-0.0102	-0.0476	0.1758	0.2715	0.0513	0.5416
VPS35	0.372	0.7984	-0.0749	-0.2657	0.0791	-0.11	0.5523	0.3262	0.5804	-0.0843	0.0883	0.7951	0.1667	0.2522	0.2012	0.1795	0.2782	0.3898	-0.0386	0.2885	0.4711	-0.0235	0.0689	-0.1126	0.2725	0.0642	0.4804	-0.0443	0.3629	-0.1384	-0.0928	0.03	-0.0376	-0.1516	0.2843	-0.0371	-0.1862	0.0089	0.1321	0.159	-0.1965	-0.1963	-0.1972	0.2501	-0.0815	-0.1343	-0.2943	-0.0518	0.1848	-0.1279	0.4655
WAC	0.3837	0.7299	-0.0497	-0.2408	0.1853	-0.09	0.4665	0.5215	0.5727	0.1086	0.2295	0.6449	0.4302	0.4422	0.4308	0.3453	0.4115	0.5807	0.1019	0.4272	0.4489	0.042	0.3202	-0.0368	0.215	0.1654	0.2898	-0.0132	0.3703	-0.0689	-0.0188	0.1132	-0.0614	-0.1012	0.2737	0.055	-0.1209	0.2365	0.2033	0.1486	-0.1457	-0.0213	-0.0879	0.18	-0.1109	-0.12	-0.1896	-0.0192	0.3034	0.0147	0.3256
TMEM30A	0.578	0.7017	0.1749	-0.1408	0.0492	0.1057	0.1708	0.3601	0.5377	0.1078	0.2688	0.5542	0.2977	0.3352	0.4426	0.4893	0.404	0.4036	0.2049	0.2829	0.2266	0.1485	0.1429	0.0654	0.2601	0.2359	0.3401	0.0506	0.4498	0.0279	0.1192	0.078	0.1493	0.0779	0.1659	0.2416	-0.0893	0.1978	0.3436	0.1942	0.049	0.0503	0.019	0.2564	-0.0037	0.0208	-0.111	0.1542	0.1967	0.0166	0.7027
PERP	-0.072	-0.0698	0.5142	0.2232	0.1562	0.4113	-0.2546	0.3175	-0.0872	0.5359	0.3014	-0.2668	0.3901	0.3477	0.268	0.2894	0.1749	0.291	0.3785	0.2298	-0.0695	0.3318	0.5229	0.1974	-0.0936	0.4535	-0.3982	0.2982	0.138	0.3215	0.2906	0.26	0.3028	0.2665	-0.0462	0.3773	0.1914	0.2449	0.1831	0.1237	0.3411	0.4281	0.384	-0.0018	0.2511	0.3463	0.2501	0.2717	0.2833	0.3656	-0.1077
NAA50	0.4604	0.5865	0.3345	-0.0539	0.1477	0.2435	0.0928	0.4236	0.4145	0.3271	0.3897	0.3981	0.4121	0.469	0.5366	0.6025	0.422	0.5508	0.3311	0.3991	0.2422	0.2494	0.3911	0.1289	0.1647	0.4418	0.0774	0.1653	0.3599	0.184	0.2365	0.2172	0.266	0.1796	0.1779	0.325	-0.0287	0.3015	0.4119	0.2901	0.1944	0.2357	0.2116	0.237	0.0971	0.1562	0.0035	0.2141	0.3029	0.1702	0.5167
PDCD6IP	0.4556	0.7301	-0.1017	-0.3066	0.0918	-0.1897	0.5481	0.3849	0.5971	-0.0278	0.1559	0.7488	0.324	0.3953	0.3676	0.333	0.29	0.4463	-0.0137	0.375	0.4916	-0.0807	0.1136	-0.1743	0.1802	0.076	0.4018	-0.1291	0.2686	-0.1846	-0.153	0.0213	-0.1707	-0.1954	0.2783	-0.065	-0.1773	0.0902	0.0947	0.0906	-0.3068	-0.1778	-0.2446	0.198	-0.1959	-0.236	-0.3172	-0.0804	0.2171	-0.1328	0.4559
UBE2Z	0.573	0.3666	0.1854	0.0251	-0.0035	0.1083	0.0728	0.3236	0.4525	0.0613	0.1769	0.2604	0.2824	0.1681	0.3562	0.3788	0.508	0.2567	0.1612	0.1324	0.1261	0.1565	0.036	0.0633	0.2665	0.2917	0.3484	0.1291	0.5626	0.0373	0.1207	-0.0097	0.1618	0.0745	-0.0143	0.1963	0.035	0.3901	0.2681	0.1009	0.0576	0.0765	0.0976	0.1333	-0.0468	0.0801	-0.0356	0.2109	0.1757	0.0345	0.5601
EFTUD2	0.2506	0.6114	-0.0062	-0.0554	0.3241	0.0366	0.4644	0.1572	0.564	0.1147	0.1555	0.5968	0.1381	0.3472	0.1633	0.2188	0.2085	0.3761	0.1375	0.3071	0.3997	0.0308	0.1241	0.1185	0.3153	0.0377	0.2815	-0.0195	0.1547	0.0368	-0.0765	0.1125	-0.0177	-0.0411	0.3576	-0.0621	-0.1557	-0.1124	0.0466	0.165	-0.0658	-0.1732	-0.1847	0.3371	-0.0483	-0.1814	-0.1914	-0.0452	0.1856	-0.0948	0.2822
ADI1	0.3614	0.3574	0.3593	0.0473	0.2888	0.1716	0.0958	0.3369	0.3588	0.4297	0.2746	0.1887	0.4098	0.6585	0.5392	0.6219	0.3466	0.5317	0.3731	0.4022	0.1632	0.1982	0.4222	0.1635	0.0725	0.4162	-0.2233	0.13	0.1977	0.1539	0.1344	0.1493	0.0763	0.1468	0.1794	0.1778	0.1139	0.3164	0.1155	0.1703	0.1084	0.1594	0.1038	0.064	0.0823	0.0536	0.0501	0.1755	0.2909	0.1312	0.2588
POMP	0.1452	0.5631	-0.0496	-0.2978	0.1329	-0.1964	0.4402	0.3198	0.2114	0.1311	0.2519	0.3926	0.2075	0.4216	0.3422	0.1406	0.1595	0.365	-0.1208	0.403	0.3331	-0.0924	0.2181	-0.2519	0.0211	0.1119	0.1359	-0.0863	0.0773	-0.1868	-0.1681	0.1373	-0.163	-0.2684	0.2081	-0.0453	-0.2517	0.138	0.0353	0.1012	-0.2747	-0.0362	-0.1482	0.034	-0.0787	-0.175	-0.342	-0.1116	0.1517	0.0009	0.076
MTCH2	0.3533	0.6611	-0.1999	-0.3408	0.2064	-0.2757	0.5849	0.2003	0.4898	0.0202	0.1111	0.6935	0.1335	0.5114	0.2994	0.2679	0.1791	0.4353	-0.0601	0.4223	0.4661	-0.1409	0.1091	-0.2254	0.1263	0.0105	0.2495	-0.1722	0.111	-0.2271	-0.2727	0.0175	-0.2604	-0.3026	0.2905	-0.2098	-0.2312	0.0672	-0.0122	0.0665	-0.3865	-0.2465	-0.3135	0.1216	-0.189	-0.3127	-0.3646	-0.1303	0.2015	-0.1611	0.214
PTPLAD1	0.5003	0.5006	0.1513	-0.1533	-0.0376	0.016	0.147	0.3337	0.4942	0.0084	0.1488	0.4154	0.3008	0.2321	0.3806	0.3538	0.481	0.3033	0.1578	0.1652	0.2443	0.0568	0.0284	-0.0224	0.1913	0.2731	0.4227	0.0573	0.5409	-0.0643	-0.0135	-0.0393	0.0225	-0.0704	0.0239	0.1196	-0.0918	0.2802	0.2012	0.0416	-0.0697	-0.0158	-0.0651	0.1016	-0.0775	-0.0524	-0.2064	0.0803	0.1969	-0.0745	0.6988
PNRC2	0.3813	0.3444	0.3233	0.0791	-0.0182	0.2858	-0.0432	0.285	0.2892	0.1593	0.2573	0.2234	0.2949	0.1559	0.306	0.419	0.3308	0.2348	0.3028	0.0999	0.0698	0.2679	0.1365	0.1602	0.2232	0.3566	0.1955	0.1435	0.4071	0.1947	0.2791	0.0437	0.3073	0.1905	0.0263	0.3055	0.1431	0.197	0.3754	0.1777	0.2199	0.1543	0.1993	0.1961	0.0978	0.1559	0.0928	0.2359	0.1295	0.069	0.5855
ZNF106	0.4336	0.4336	0.2531	-0.0623	0.0777	0.2022	0.0485	0.4036	0.4318	0.1378	0.225	0.3432	0.3574	0.2752	0.3818	0.4344	0.5314	0.3712	0.301	0.1791	0.1785	0.2117	0.2034	0.1407	0.2357	0.3313	0.2476	0.1774	0.5015	0.1015	0.1326	0.056	0.1756	0.0887	0.0355	0.2536	-0.0021	0.26	0.3754	0.0819	0.1171	0.1073	0.0914	0.2509	0.0983	0.0956	-0.0328	0.2221	0.1865	0.0149	0.6545
YPEL5	0.5148	0.7906	0.0757	-0.2513	0.1575	-0.1029	0.4011	0.3338	0.6587	0.0441	0.1024	0.7215	0.3265	0.4979	0.4528	0.4757	0.3479	0.5381	0.1443	0.3217	0.3955	0.0635	0.2141	-0.0362	0.229	0.1714	0.2417	-0.1104	0.2737	-0.1061	-0.0779	-0.0111	-0.112	-0.1132	0.2801	-0.0047	-0.091	0.1063	0.1703	0.1426	-0.1889	-0.1557	-0.1619	0.23	-0.1094	-0.1574	-0.1935	-0.0198	0.2317	-0.0975	0.5317
CORO1C	0.2684	0.4636	0.0797	-0.112	0.2097	-0.1031	0.2902	0.2239	0.3123	0.2211	0.2322	0.277	0.3483	0.4507	0.4771	0.3247	0.1928	0.2919	-0.0269	0.3132	0.1473	-0.0251	0.1744	-0.1103	0.0082	0.2287	0.0318	-0.1369	0.0829	-0.1307	-0.1934	0.0828	-0.1943	-0.1616	0.2035	-0.0636	-0.1861	0.1655	-0.0781	0.1279	-0.234	-0.0598	-0.1635	0.1138	-0.1116	-0.2188	-0.2758	-0.0606	0.1866	0.0736	0.1796
SNX6	0.5605	0.5086	0.2899	-0.1416	0.1948	0.0228	0.1436	0.4182	0.2888	0.381	0.2888	0.1908	0.5294	0.6673	0.8144	0.6558	0.3486	0.5365	0.1946	0.4654	0.1211	0.1168	0.3858	-0.0777	-0.0612	0.3529	-0.1674	0.0443	0.3005	-0.0612	-0.0183	0.017	-0.036	-0.0304	0.1206	0.1573	-0.0496	0.6108	0.0958	0.0259	-0.0547	0.1236	-0.0104	-0.0716	-0.0069	-0.0472	-0.1672	0.0836	0.2284	0.1534	0.3076
